"GEO_ID","NAME","B28006_001E","B28006_001M","B28006_002E","B28006_002M","B28006_003E","B28006_003M","B28006_004E","B28006_004M","B28006_005E","B28006_005M","B28006_006E","B28006_006M","B28006_007E","B28006_007M","B28006_008E","B28006_008M","B28006_009E","B28006_009M","B28006_010E","B28006_010M","B28006_011E","B28006_011M","B28006_012E","B28006_012M","B28006_013E","B28006_013M","B28006_014E","B28006_014M","B28006_015E","B28006_015M","B28006_016E","B28006_016M","B28006_017E","B28006_017M","B28006_018E","B28006_018M","B28006_019E","B28006_019M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Less than high school graduate or equivalency","Margin of Error!!Total!!Less than high school graduate or equivalency","Estimate!!Total!!Less than high school graduate or equivalency!!Has a computer","Margin of Error!!Total!!Less than high school graduate or equivalency!!Has a computer","Estimate!!Total!!Less than high school graduate or equivalency!!Has a computer!!With dial-up Internet subscription alone","Margin of Error!!Total!!Less than high school graduate or equivalency!!Has a computer!!With dial-up Internet subscription alone","Estimate!!Total!!Less than high school graduate or equivalency!!Has a computer!!With a broadband Internet subscription","Margin of Error!!Total!!Less than high school graduate or equivalency!!Has a computer!!With a broadband Internet subscription","Estimate!!Total!!Less than high school graduate or equivalency!!Has a computer!!Without an Internet subscription","Margin of Error!!Total!!Less than high school graduate or equivalency!!Has a computer!!Without an Internet subscription","Estimate!!Total!!Less than high school graduate or equivalency!!No computer","Margin of Error!!Total!!Less than high school graduate or equivalency!!No computer","Estimate!!Total!!High school graduate (includes equivalency) , some college or associate's degree","Margin of Error!!Total!!High school graduate (includes equivalency) , some college or associate's degree","Estimate!!Total!!High school graduate (includes equivalency) , some college or associate's degree!!Has a computer","Margin of Error!!Total!!High school graduate (includes equivalency) , some college or associate's degree!!Has a computer","Estimate!!Total!!High school graduate (includes equivalency) , some college or associate's degree!!Has a computer!!With dial-up Internet subscription alone","Margin of Error!!Total!!High school graduate (includes equivalency) , some college or associate's degree!!Has a computer!!With dial-up Internet subscription alone","Estimate!!Total!!High school graduate (includes equivalency) , some college or associate's degree!!Has a computer!!With a broadband Internet subscription","Margin of Error!!Total!!High school graduate (includes equivalency) , some college or associate's degree!!Has a computer!!With a broadband Internet subscription","Estimate!!Total!!High school graduate (includes equivalency) , some college or associate's degree!!Has a computer!!Without an Internet subscription","Margin of Error!!Total!!High school graduate (includes equivalency) , some college or associate's degree!!Has a computer!!Without an Internet subscription","Estimate!!Total!!High school graduate (includes equivalency) , some college or associate's degree!!No computer","Margin of Error!!Total!!High school graduate (includes equivalency) , some college or associate's degree!!No computer","Estimate!!Total!!Bachelor's degree or higher","Margin of Error!!Total!!Bachelor's degree or higher","Estimate!!Total!!Bachelor's degree or higher!!Has a computer","Margin of Error!!Total!!Bachelor's degree or higher!!Has a computer","Estimate!!Total!!Bachelor's degree or higher!!Has a computer!!With dial-up Internet subscription alone","Margin of Error!!Total!!Bachelor's degree or higher!!Has a computer!!With dial-up Internet subscription alone","Estimate!!Total!!Bachelor's degree or higher!!Has a computer!!With a broadband Internet subscription","Margin of Error!!Total!!Bachelor's degree or higher!!Has a computer!!With a broadband Internet subscription","Estimate!!Total!!Bachelor's degree or higher!!Has a computer!!Without an Internet subscription","Margin of Error!!Total!!Bachelor's degree or higher!!Has a computer!!Without an Internet subscription","Estimate!!Total!!Bachelor's degree or higher!!No computer","Margin of Error!!Total!!Bachelor's degree or higher!!No computer",
"0500000US01003","Baldwin County, Alabama","145202","1674","14590","2463","11183","2077","0","195","9200","2029","1983","1177","3407","1444","87198","4527","77034","4091","254","268","65760","4545","11020","2952","10164","2520","43414","4195","42065","4200","201","180","40948","4092","916","546","1349","701",
"0500000US01015","Calhoun County, Alabama","76941","1063","13456","1776","8679","1659","0","195","5337","1403","3342","1168","4777","1316","50724","2730","44864","3077","83","138","37992","3162","6789","1847","5860","1190","12761","1870","12090","1786","0","195","11907","1800","183","164","671","443",
"0500000US01043","Cullman County, Alabama","56768","706","12705","2361","9540","2244","0","195","8070","1965","1470","1005","3165","994","34442","2416","29441","2455","460","393","26252","2447","2729","941","5001","1301","9621","1663","8939","1579","84","99","8572","1591","283","294","682","367",
"0500000US01049","DeKalb County, Alabama","47317","1033","12060","1520","8704","1636","0","195","5042","1395","3662","1369","3356","1059","30137","2146","27093","2193","117","150","24287","2380","2689","971","3044","873","5120","1260","4798","1226","10","19","4551","1235","237","222","322","245",
"0500000US01051","Elmore County, Alabama","51995","1362","5821","1528","4368","1492","0","195","2898","1053","1470","883","1453","682","31682","2327","29830","2408","293","330","26797","2450","2740","1027","1852","699","14492","1976","14144","1974","0","195","13881","2029","263","311","348","356",
"0500000US01055","Etowah County, Alabama","70291","839","12852","1892","9566","1591","0","195","7338","1643","2228","1065","3286","1176","46509","2091","40407","2130","441","422","34496","2462","5470","1470","6102","1413","10930","1907","10695","1916","0","195","10212","1882","483","374","235","204",
"0500000US01069","Houston County, Alabama","70759","526","11235","981","6706","758","21","35","5453","692","1232","373","4529","668","45088","1300","37140","1484","293","195","33351","1484","3496","527","7948","1082","14436","1099","13864","1068","60","60","13091","981","713","346","572","217",
"0500000US01073","Jefferson County, Alabama","440773","1605","45159","3806","31740","3249","175","288","25759","3158","5806","1494","13419","2584","248323","5938","219969","6212","815","415","193419","6270","25735","3484","28354","2834","147291","5243","142855","5284","395","347","136183","5072","6277","1504","4436","1185",
"0500000US01077","Lauderdale County, Alabama","62389","1226","8442","1659","5427","1576","30","50","3205","937","2192","1277","3015","976","40243","2565","34175","2648","256","349","30261","2619","3658","1117","6068","1861","13704","1982","13222","1895","0","195","12529","1851","693","463","482","405",
