"GEO_ID","NAME","B28006_001E","B28006_001M","B28006_002E","B28006_002M","B28006_003E","B28006_003M","B28006_004E","B28006_004M","B28006_005E","B28006_005M","B28006_006E","B28006_006M","B28006_007E","B28006_007M","B28006_008E","B28006_008M","B28006_009E","B28006_009M","B28006_010E","B28006_010M","B28006_011E","B28006_011M","B28006_012E","B28006_012M","B28006_013E","B28006_013M","B28006_014E","B28006_014M","B28006_015E","B28006_015M","B28006_016E","B28006_016M","B28006_017E","B28006_017M","B28006_018E","B28006_018M","B28006_019E","B28006_019M",
"0500000US01081","Lee County, Alabama","95906","1252","7904","1534","6624","1634","0","200","5824","1624","800","567","1280","543","55706","3331","50236","3196","0","200","46053","3175","4183","1368","5470","1938","32296","2961","31420","2912","0","200","30726","2922","694","365","876","484",
"0500000US01083","Limestone County, Alabama","62276","1398","7327","1684","5006","1411","0","200","4547","1435","459","324","2321","966","36068","2368","31700","2540","94","159","29074","2568","2532","1362","4368","1692","18881","2599","18430","2594","0","200","17980","2567","450","375","451","392",
"0500000US01089","Madison County, Alabama","243887","1194","20894","3485","15717","3159","0","200","13163","2797","2554","1570","5177","1361","120928","4635","112640","4641","153","131","104287","4581","8200","1808","8288","2432","102065","4688","100606","4609","253","349","97434","4661","2919","1217","1459","796",
"0500000US01095","Marshall County, Alabama","61810","1186","11821","1760","8284","1629","6","11","6311","1663","1967","808","3537","1210","37630","2489","33234","2530","45","70","31275","2486","1914","868","4396","1043","12359","1772","11910","1822","0","200","11540","1854","370","256","449","269",
"0500000US01097","Mobile County, Alabama","274630","935","34299","3352","25277","2843","133","159","20681","2674","4463","1672","9022","2108","176425","3595","156586","3993","657","484","141373","4244","14556","2598","19839","3281","63906","3757","62004","3595","58","91","59149","3631","2797","742","1902","652",
"0500000US01101","Montgomery County, Alabama","146978","1250","19815","2546","13204","1885","0","200","11286","1791","1918","745","6611","1864","78218","3433","71065","3696","128","164","62061","3808","8876","2207","7153","1563","48945","3139","46781","3052","39","65","44018","3067","2724","1150","2164","961",
"0500000US01103","Morgan County, Alabama","80195","1591","10658","1670","7951","1687","111","182","5761","1398","2079","974","2707","1129","53433","2600","49359","2879","170","188","43882","3141","5307","1498","4074","1138","16104","1906","15721","1908","0","200","15042","1928","679","393","383","253",
"0500000US01115","St. Clair County, Alabama","59617","1014","7470","1641","6479","1570","0","200","5368","1400","1111","751","991","503","42131","2471","37859","2788","1014","791","34046","2764","2799","1098","4272","1308","10016","2001","9525","2009","102","93","8562","1844","861","911","491","367",
"0500000US01117","Shelby County, Alabama","143361","1356","9631","1888","7758","1675","0","200","6605","1460","1153","794","1873","760","71185","3584","67960","3426","37","61","63020","3676","4903","1880","3225","1505","62545","3468","61722","3462","127","158","60171","3424","1424","674","823","421",
"0500000US01121","Talladega County, Alabama","53520","1628","8687","1628","5905","1241","0","200","4783","1217","1122","594","2782","1048","36930","2324","32545","2303","98","163","28453","2404","3994","1337","4385","1513","7903","1340","7532","1326","52","90","7191","1341","289","291","371","254",
"0500000US01125","Tuscaloosa County, Alabama","127629","1300","17472","3132","14349","2753","0","200","12452","2665","1897","1162","3123","1319","68177","3348","61371","3440","0","200","52735","4020","8636","2763","6806","1610","41980","2905","41694","2881","53","96","38287","2807","3354","1360","286","210",
"0500000US01127","Walker County, Alabama","44213","747","7930","1416","5771","1305","0","200","5000","1278","771","487","2159","692","31110","1789","27279","1846","43","76","24501","1950","2735","815","3831","1014","5173","1058","4566","1069","0","200","4331","1000","235","298","607","408",
"0500000US02020","Anchorage Municipality, Alaska","188531","1433","14144","2238","13040","2232","0","153","11486","2133","1554","963","1104","591","107106","4126","103281","4146","306","353","96921","4484","6054","2046","3825","1479","67281","3937","66182","3936","0","153","64845","3902","1337","687","1099","569",
"0500000US02090","Fairbanks North Star Borough, Alaska","60287","1371","4156","1169","3889","1131","0","153","3465","1013","424","511","267","244","38212","2658","37629","2653","124","193","33510","2942","3995","1722","583","426","17919","2205","17326","2256","0","153","16416","2179","910","702","593","414",
"0500000US02170","Matanuska-Susitna Borough, Alaska","66812","624","5478","1009","4963","940","0","153","4373","945","590","333","515","292","46503","2205","44011","2220","439","280","40368","2244","3204","1118","2492","852","14831","1924","14577","1929","92","84","14022","1891","463","233","254","151",
"0500000US04001","Apache County, Arizona","43731","490","8858","1103","2719","718","43","70","1405","470","1271","533","6139","820","29507","1267","19767","1735","417","358","12723","1660","6627","887","9740","1456","5366","874","4686","833","105","174","3517","795","1064","325","680","307",
"0500000US04003","Cochise County, Arizona","80922","1469","9041","1760","6903","1480","66","110","5933","1432","904","452","2138","771","51016","2596","47865","2664","193","166","44076","2568","3596","1367","3151","810","20865","2315","20429","2262","146","239","19572","2214","711","406","436","267",
"0500000US04005","Coconino County, Arizona","81297","1627","6877","1347","4301","1181","0","208","2705","983","1596","603","2576","643","43471","2655","38849","2749","220","266","31398","2925","7231","1506","4622","1194","30949","2640","30135","2603","52","89","27428","2557","2655","988","814","428",
"0500000US04013","Maricopa County, Arizona","2829506","2522","347653","9668","304236","10051","603","407","253324","9655","50309","5272","43417","4200","1561832","16119","1477171","15923","4895","1154","1378253","17218","94023","6400","84661","5964","920021","12877","906284","13000","1691","657","879672","12728","24921","3328","13737","2100",
"0500000US04015","Mohave County, Arizona","155767","1797","20977","2825","17069","2507","75","89","15344","2436","1650","746","3908","1875","113501","4292","102997","4489","1344","759","93975","4508","7678","1949","10504","2120","21289","3102","20951","3154","264","310","20199","3090","488","302","338","478",
"0500000US04017","Navajo County, Arizona","67334","970","10526","1187","6781","1100","0","208","4839","1029","1942","712","3745","701","44181","1994","35988","2239","503","528","29951","2226","5534","1107","8193","1188","12627","1524","11802","1542","27","45","11265","1527","510","277","825","489",
"0500000US04019","Pima County, Arizona","666336","1837","67490","4188","57755","4048","185","186","50259","4114","7311","1832","9735","1835","372198","6445","350254","6475","1486","649","325556","6645","23212","2991","21944","2510","226648","6531","220498","6734","419","309","214261","6741","5818","1263","6150","1362",
"0500000US04021","Pinal County, Arizona","275445","2370","36802","3493","31604","3427","0","208","26556","3235","5048","1760","5198","1199","181716","4481","169086","5098","312","281","155917","5382","12857","3266","12630","2590","56927","4094","55813","4111","0","208","54003","4087","1810","675","1114","555",
"0500000US04025","Yavapai County, Arizona","173580","1567","15280","2356","13066","2194","0","208","11994","2066","1072","594","2214","1085","116872","4111","109218","4518","543","494","99552","4808","9123","3111","7654","1857","41428","3225","39966","3202","393","355","37487","3098","2086","1073","1462","710",
"0500000US04027","Yuma County, Arizona","128590","735","35147","2621","28050","2615","0","208","25212","2517","2838","972","7097","1666","75891","2974","69539","3007","50","83","65539","3041","3950","1008","6352","1471","17552","2487","17469","2508","54","88","16954","2490","461","318","83","106",
"0500000US05007","Benton County, Arkansas","172771","851","18480","2156","15747","2087","0","201","7317","1302","8430","2048","2733","1073","95301","3790","89029","4186","230","288","56624","3791","32175","3848","6272","1670","58990","3691","58140","3726","152","253","41027","2987","16961","3106","850","538",
"0500000US05031","Craighead County, Arkansas","68142","1063","7071","1628","5105","1363","65","107","4015","1134","1025","700","1966","997","42161","2732","38927","2817","74","123","35435","2892","3418","1185","3234","1141","18910","2345","18348","2353","0","201","17664","2228","684","523","562","421",
"0500000US05045","Faulkner County, Arkansas","75257","880","5625","1550","3515","1172","0","201","2828","988","687","515","2110","1039","44710","2677","40324","2604","72","106","34013","2873","6239","1766","4386","1292","24922","2359","24296","2375","0","201","22443","2338","1853","804","626","311",
"0500000US05051","Garland County, Arkansas","69961","1005","8004","2013","5635","1638","0","201","4848","1541","787","656","2369","1418","48224","2474","44047","2865","497","640","38661","3191","4889","1477","4177","1461","13733","1950","13124","1859","0","201","12094","1652","1030","741","609","420",
"0500000US05069","Jefferson County, Arkansas","41715","1257","4763","944","3261","936","0","201","2229","791","1032","584","1502","547","28719","1752","23965","1911","29","51","17693","2154","6243","1445","4754","1386","8233","1316","7599","1217","0","201","6291","1198","1308","673","634","356",
"0500000US05085","Lonoke County, Arkansas","47398","715","4510","1117","3429","922","0","201","2721","841","708","427","1081","571","31794","2129","29867","2265","0","201","26845","2463","3022","1290","1927","772","11094","1585","10766","1532","0","201","10332","1529","434","335","328","290",
"0500000US05119","Pulaski County, Arkansas","262660","1182","22420","3041","15066","2603","40","69","11687","2330","3339","1288","7354","1868","147833","5175","130991","5233","174","223","114163","5618","16654","3222","16842","2286","92407","5218","89822","5164","38","61","86081","4998","3703","1700","2585","1078",
"0500000US05125","Saline County, Arkansas","81428","928","6526","1384","3788","982","0","201","3132","984","656","359","2738","1205","53858","2442","50190","2597","0","201","46594","2628","3596","1388","3668","1189","21044","2226","20832","2175","0","201","20103","2217","729","519","212","261",
"0500000US05131","Sebastian County, Arkansas","83799","1144","13778","1838","11618","1825","0","201","10810","1835","808","543","2160","852","51847","2692","46554","2757","25","33","40791","2817","5738","1642","5293","1568","18174","2499","17717","2468","0","201","17077","2470","640","516","457","407",
"0500000US05143","Washington County, Arkansas","138397","1530","22676","2707","21117","2590","284","371","15759","2495","5074","1651","1559","681","70512","3668","65559","3566","269","343","59080","3821","6210","2059","4953","1502","45209","3350","44991","3316","22","39","42363","3554","2606","1062","218","236",
"0500000US05145","White County, Arkansas","50844","577","8265","1756","6363","1670","45","76","5194","1541","1124","561","1902","727","30834","2070","28783","2140","0","201","26752","2311","2031","811","2051","707","11745","1869","11552","1879","49","83","10466","1928","1037","598","193","162",
"0500000US06001","Alameda County, California","1162263","1707","136364","6512","119508","6192","84","140","109543","6334","9881","2091","16856","3046","482871","9278","460265","9505","521","308","432703","9579","27041","3619","22606","2511","543028","10016","537458","9981","1085","536","525161","9944","11212","1839","5570","1350",
"0500000US06007","Butte County, California","147214","1174","14843","2160","13016","2140","79","140","11695","1998","1242","561","1827","639","92357","3714","88155","3927","465","303","82816","4027","4874","1089","4202","1115","40014","3284","39379","3304","0","210","38069","3240","1310","702","635","332",
"0500000US06013","Contra Costa County, California","783850","1018","88865","5475","82380","5464","131","218","76471","5527","5778","1751","6485","1747","363726","8349","349758","7969","572","464","336191","8089","12995","2503","13968","2374","331259","6870","326029","7074","214","186","321346","7162","4469","1352","5230","1579",
"0500000US06017","El Dorado County, California","136040","1108","9238","1722","8695","1682","0","210","6515","1552","2180","1126","543","398","79939","3898","75867","3859","456","509","67381","3574","8030","2300","4072","1640","46863","3736","45745","3841","139","235","43568","3981","2038","913","1118","713",
"0500000US06019","Fresno County, California","595868","1435","139764","6360","115028","5898","303","365","93482","5692","21243","3897","24736","3454","333002","7907","313271","8401","518","340","289936","8191","22817","2924","19731","2646","123102","5983","121061","5964","313","219","116186","5536","4562","1362","2041","648",
"0500000US06023","Humboldt County, California","90380","1278","7123","1489","6381","1577","0","210","5354","1466","1027","879","742","708","52384","3224","48206","3006","100","162","44792","2895","3314","1145","4178","1001","30873","2807","30420","2768","0","210","28586","2879","1834","857","453","304",
"0500000US06025","Imperial County, California","102981","1042","27873","2181","22213","2207","63","103","19842","2130","2308","813","5660","1566","58502","2935","54013","3206","966","844","48649","3281","4398","1555","4489","1531","16606","2648","15914","2574","50","85","15248","2581","616","512","692","602",
"0500000US06029","Kern County, California","516881","2077","133981","6715","108643","7121","130","169","91122","6805","17391","3342","25338","4028","296351","7252","269802","7851","541","347","247155","8330","22106","4412","26549","3928","86549","5012","84876","5122","387","302","81487","5097","3002","1155","1673","933",
"0500000US06031","Kings County, California","82750","873","20283","2234","15671","2341","0","210","11499","1987","4172","1440","4612","1633","50325","2902","48654","2861","0","210","44057","3083","4597","1825","1671","598","12142","1586","11807","1580","47","78","11490","1593","270","250","335","264",
"0500000US06033","Lake County, California","47318","857","6261","1499","4955","1200","0","210","4180","1351","775","481","1306","852","34523","1934","30852","2173","207","342","27411","2491","3234","1438","3671","1190","6534","1405","5977","1249","0","210","5623","1243","354","306","557","475",
"0500000US06037","Los Angeles County, California","6853696","4620","1409502","17400","1244067","17455","1761","1053","1065298","16783","177008","9366","165435","9643","3212723","26758","3032949","26205","6352","1690","2779474","26406","247123","9995","179774","8514","2231471","22214","2193516","22226","4275","1104","2125173","21790","64068","5066","37955","3545",
"0500000US06039","Madera County, California","92698","1130","26512","2595","21741","2623","149","244","15290","2315","6302","2266","4771","1936","51269","2994","49120","3029","144","148","45200","3132","3776","1490","2149","852","14917","1870","14535","1837","38","68","13810","1846","687","413","382","339",
"0500000US06041","Marin County, California","185645","1553","9377","1725","7434","1780","0","210","6835","1711","599","401","1943","878","65132","3943","61541","3885","210","288","57095","3613","4236","1095","3591","1136","111136","3492","109775","3508","73","106","107953","3477","1749","677","1361","735",
"0500000US06045","Mendocino County, California","61385","864","6457","1369","5566","1295","0","210","5184","1283","382","208","891","558","38814","2249","34901","2274","83","67","32368","2276","2450","969","3913","1168","16114","2082","15148","1882","28","45","14672","1884","448","318","966","683",
"0500000US06047","Merced County, California","159178","1104","49430","3824","43744","3910","0","210","39265","3870","4479","1458","5686","1908","88134","4497","84681","4418","63","106","79588","4916","5030","1860","3453","992","21614","3154","21257","3145","49","81","20515","3199","693","483","357","236",
"0500000US06053","Monterey County, California","265701","1834","77450","3640","66764","3881","0","210","63581","3791","3183","1512","10686","2394","120355","4622","114981","5001","258","273","109260","4935","5463","1472","5374","1482","67896","3274","66997","3390","147","184","65303","3494","1547","740","899","371",
"0500000US06055","Napa County, California","96128","769","13374","1686","12364","1512","0","210","10574","1598","1790","973","1010","676","47324","2158","44996","2138","157","165","42540","2196","2299","847","2328","946","35430","2016","34860","2040","154","156","33544","1979","1162","666","570","322",
"0500000US06057","Nevada County, California","75947","936","3755","1409","3388","1365","14","24","2301","983","1073","903","367","243","43877","2393","41421","2497","179","207","37548","2656","3694","1595","2456","837","28315","2660","28054","2690","52","95","27536","2738","466","317","261","259",
"0500000US06059","Orange County, California","2161004","2803","323820","9989","298658","9258","316","298","277422","9468","20920","4138","25162","3182","960393","15280","928861","15115","2031","975","886470","15414","40360","4347","31532","3217","876791","13104","864309","12579","1666","780","839933","13031","22710","2828","12482","2306",
"0500000US06061","Placer County, California","268370","1316","14217","2196","13073","2205","129","188","11041","1933","1903","908","1144","528","153726","4625","145475","4917","411","279","134893","5080","10171","1679","8251","1756","100427","3902","98410","3777","28","46","93484","3970","4898","1780","2017","777",
"0500000US06065","Riverside County, California","1546863","2355","270913","8172","239846","8094","563","506","214440","7401","24843","3959","31067","4157","929827","11023","889577","11763","1699","704","838581","12323","49297","5331","40250","4185","346123","9024","340319","9013","667","460","328706","8986","10946","2364","5804","1272",
"0500000US06067","Sacramento County, California","1015817","2153","122746","6178","109977","5746","151","145","98665","5763","11161","2336","12769","2452","578730","8170","554090","8472","1821","757","522146","9428","30123","4203","24640","2556","314341","7852","309458","7815","744","476","302012","7606","6702","1478","4883","1088",
"0500000US06071","San Bernardino County, California","1313018","4036","257405","8605","237436","9006","587","388","200140","8205","36709","4671","19969","2963","779555","11095","748476","11096","1434","852","694556","11971","52486","5541","31079","3487","276058","8282","271310","8378","290","229","261364","8279","9656","1776","4748","1555",
"0500000US06073","San Diego County, California","2221788","3180","273727","8210","247684","8706","766","452","217481","8327","29437","3974","26043","3347","1077079","14263","1040083","14966","2780","1422","980349","16125","56954","5326","36996","4214","870982","13524","861078","12998","1783","757","841148","13410","18147","2701","9904","1999",
"0500000US06075","San Francisco County, California","692930","1924","80889","5330","67130","5487","269","351","59894","5078","6967","1921","13759","2410","209237","6880","194571","6599","495","425","179720","6769","14356","2863","14666","2407","402804","7479","396178","7364","286","239","386466","6976","9426","2134","6626","1662",
"0500000US06077","San Joaquin County, California","458603","4338","84679","6335","71895","5517","0","210","63499","4973","8396","1970","12784","4186","285972","6385","269595","7079","422","288","248608","6832","20565","3684","16377","2748","87952","4921","86503","5048","122","102","83859","4888","2522","719","1449","570",
"0500000US06079","San Luis Obispo County, California","183519","1526","13088","2838","12380","2762","0","210","10576","2841","1804","883","708","526","105726","4319","101395","4164","582","585","94870","4311","5943","1566","4331","1520","64705","4029","63406","4033","223","217","61619","4088","1564","608","1299","556",
"0500000US06081","San Mateo County, California","546839","1828","50829","4165","46104","4444","111","184","41489","4493","4504","1615","4725","1718","211055","6233","199429","6503","644","527","186839","6477","11946","2423","11626","2607","284955","5219","282317","5287","28","46","276911","5474","5378","1407","2638","837",
"0500000US06083","Santa Barbara County, California","269523","1641","51752","3702","43656","3811","101","136","41081","3941","2474","1176","8096","2311","121360","5034","116271","5117","775","494","109950","4868","5546","1439","5089","1400","96411","3707","94594","3785","195","183","91588","3858","2811","856","1817","677",
"0500000US06085","Santa Clara County, California","1327470","1763","149937","6389","137751","6319","135","166","128132","6626","9484","2450","12186","2741","486583","8971","469738","8718","1100","574","447653","9195","20985","3889","16845","2752","690950","9521","684931","9296","734","429","667112","9134","17085","2698","6019","1497",
"0500000US06087","Santa Cruz County, California","178041","1393","23070","2799","19531","2574","120","207","17461","2542","1950","1034","3539","1835","82704","3954","78230","4067","192","190","74681","4228","3357","1178","4474","1397","72267","3635","70756","3739","51","85","68927","3811","1778","825","1511","800",
"0500000US06089","Shasta County, California","124207","945","11450","1772","10048","1699","51","82","8115","1506","1882","982","1402","502","83778","2788","77557","3298","93","144","71328","3133","6136","1484","6221","1500","28979","2495","28370","2421","48","69","27401","2440","921","534","609","451",
"0500000US06095","Solano County, California","297613","1122","36846","3610","32791","3695","58","100","30110","3570","2623","939","4055","1823","179746","5153","172371","5463","816","578","167487","5552","4068","1084","7375","1803","81021","4188","79725","4341","195","228","77882","4374","1648","675","1296","581",
"0500000US06097","Sonoma County, California","357062","1433","36907","3958","34076","3839","154","198","31422","3734","2500","1171","2831","1516","190831","5942","180633","5876","620","390","170050","5679","9963","2196","10198","1899","129324","5231","127336","5315","0","210","123785","5502","3551","1293","1988","652",
"0500000US06099","Stanislaus County, California","342921","1437","71533","4513","61748","4373","208","192","55571","4355","5969","1615","9785","2439","211038","6051","201702","6352","1058","673","187951","6540","12693","2675","9336","1541","60350","4514","59725","4490","122","154","58529","4468","1074","496","625","290",
"0500000US06101","Sutter County, California","62886","782","13101","2025","11646","1981","36","57","9846","1668","1764","1166","1455","647","39072","2734","34262","2411","46","71","32840","2437","1376","586","4810","2499","10713","1776","10311","1735","0","210","9842","1634","469","372","402","312",
"0500000US06107","Tulare County, California","269736","1058","79808","4056","67192","4169","147","172","51485","3937","15560","2506","12616","1860","151101","4584","141739","4867","230","165","126439","4954","15070","3315","9362","1764","38827","3410","37808","3355","93","119","36637","3113","1078","789","1019","631",
"0500000US06111","Ventura County, California","567909","1233","84904","4819","73982","4249","0","210","65085","4340","8897","1913","10922","2451","292738","5533","278117","5870","880","632","268321","5436","8916","2071","14621","2330","190267","5482","187859","5652","503","336","183348","5809","4008","1400","2408","822",
"0500000US06113","Yolo County, California","126749","1154","17037","2310","14930","2474","0","210","13911","2412","1019","556","2107","1066","60046","2915","56415","2950","63","106","53436","3020","2916","1396","3631","1294","49666","3042","48778","2983","0","210","47561","3036","1217","702","888","482",
"0500000US06115","Yuba County, California","48861","922","9660","1665","8348","1612","22","37","7638","1564","688","695","1312","639","30446","2237","28487","2285","95","140","26887","2364","1505","728","1959","917","8755","1595","8616","1586","137","183","7676","1481","803","720","139","160",
"0500000US08001","Adams County, Colorado","320718","1489","51109","3394","46379","3360","67","115","40499","3566","5813","1644","4730","1537","195720","4691","185817","4518","245","250","169440","4915","16132","3308","9903","2438","73889","3605","72925","3744","279","308","70934","3716","1712","658","964","474",
"0500000US08005","Arapahoe County, Colorado","432432","1361","34176","3034","32531","2982","54","98","29929","3168","2548","1094","1645","623","208525","5683","199269","5843","315","218","186679","6201","12275","2479","9256","1490","189731","5060","186702","4754","718","865","180250","4691","5734","1661","3029","957",
"0500000US08013","Boulder County, Colorado","209433","1211","9387","1810","7876","1677","0","200","6543","1536","1333","776","1511","838","66890","3484","63986","3434","378","257","60454","3199","3154","936","2904","939","133156","3814","131656","3837","304","224","127407","3861","3945","1479","1500","719",
"0500000US08014","Broomfield County, Colorado","46931","503","1378","483","1247","478","0","200","1247","478","0","200","131","156","19552","1840","19142","1846","0","200","18364","1926","778","506","410","275","26001","1934","25510","1929","83","151","25007","1892","420","284","491","391",
"0500000US08031","Denver County, Colorado","500520","1457","57347","4618","50230","4645","0","200","43505","4478","6725","2541","7117","1534","193939","6532","179544","6474","800","454","165428","6349","13316","2354","14395","2384","249234","5757","243993","5920","300","247","237164","5835","6529","1320","5241","1289",
"0500000US08035","Douglas County, Colorado","221109","1006","4427","1154","4223","1126","0","200","4124","1144","99","164","204","177","86939","3843","85495","3742","104","117","83040","3907","2351","909","1444","598","129743","4022","128488","4152","40","67","127082","4177","1366","638","1255","660",
"0500000US08041","El Paso County, Colorado","448166","1270","28211","2929","23572","2794","24","40","20102","2725","3446","1542","4639","1288","243582","5627","234470","5718","1337","608","224172","5713","8961","1713","9112","1605","176373","5161","173991","5174","117","128","169635","5318","4239","1153","2382","728",
"0500000US08059","Jefferson County, Colorado","408867","1613","21725","2605","19230","2500","184","208","17419","2436","1627","750","2495","949","198932","5118","191214","5489","1013","553","180321","4778","9880","2192","7718","1544","188210","4496","186146","4461","591","378","181628","4306","3927","899","2064","768",
"0500000US08069","Larimer County, Colorado","223552","1357","10018","1946","9149","1851","0","200","8361","1893","788","507","869","605","105506","3928","102041","3825","354","276","95070","3905","6617","1542","3465","1055","108028","4324","106376","4191","253","263","103185","4137","2938","1078","1652","655",
"0500000US08077","Mesa County, Colorado","102185","799","8336","1324","7079","1447","0","200","6527","1376","552","424","1257","730","67236","2538","63257","2621","1426","768","58992","2872","2839","1008","3979","872","26613","2562","26176","2579","194","142","25182","2574","800","500","437","282",
"0500000US08101","Pueblo County, Colorado","109850","863","8958","1342","6304","1192","0","200","5176","1107","1128","616","2654","791","76108","2419","68635","2418","390","329","61812","2580","6433","1498","7473","1506","24784","1916","23957","1915","349","314","22411","2053","1197","460","827","438",
"0500000US08123","Weld County, Colorado","193541","929","23969","2555","21100","2581","154","199","15830","2343","5116","1598","2869","791","115799","4002","111500","4017","638","413","100156","3839","10706","2521","4299","1037","53773","3241","53373","3240","207","165","51757","3202","1409","631","400","202",
